impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K22-144074,A658172,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A658172,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,8 YEARS,Neutered Male,Shih Tzu,Black / White,"Feb 17, 2022",Received on,10200 block of  SE 240TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A658172,Image Copyright HLP Inc. 2022,"Received on: 2022-02-17<p/> Found Near: 10200 block of  SE 240TH ST<p/> Description: Black / White Neutered Male Shih Tzu Dog<p/> Age: 8 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-143379,A656344,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2383668,LOST,Smokey,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Jan 17, 2022",Date Lost,17TH  ST SE AND FIR ST SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2383668,Image Copyright HLP Inc. 2022,"Description: Grey male cat with pink nose. He has some markings on his tail.<p/>Age: Over 1 year<p/>Location Lost: 17th St SE and Fir St SE, Auburn WA  98092<p/>Lost Date: 2022-01-17<p/>",
K22-143496,A656717,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2386294,LOST,Kiki,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"Jan 23, 2022",Date Lost,4400 block of  REGAL ST,CARNATION,WA,98014,CARNATION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2386294,Image Copyright HLP Inc. 2022,"Description: Green eyes, right ear clipped, spayed, bright orange/beige chest. Tortoiseshell mix of brown and orange<p/>Age: Over 1 year<p/>Location Lost: 4404 Regal St, Carnation WA  98014<p/>Lost Date: 2022-01-23<p/>",
K22-143365,A656315,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2383355,LOST,Mona,Dog,Under 1 year<p/>,Female,Yorkshire Terrier,Brown,"Jan 18, 2022",Date Lost,29300 block of  49TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2383355,Image Copyright HLP Inc. 2022,"<p/>Age: Under 1 year<p/>Location Lost: 29308 49th Ave s auburn, wa 98001, Federal Way WA  98093<p/>Lost Date: 2022-01-18<p/>",
K22-143570,A655325,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A655325,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Rowen,Cat,5 YEARS,Neutered Male,Domestic Shorthair,Gray / White,"Jan 27, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655325,Image Copyright HLP Inc. 2022,"Received on: 2022-01-27<p/> Description: Gray / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Rowen and I am available for adoption.<p/><p/>I was brought in by a good samaritan on December 31, 2021.<p/><p/>I am an affectionate lovebug who likes getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/>",RED
K22-143654,A657018,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2389331,LOST,Sid,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Black,"Jan 29, 2022",Date Lost,E.  HIGHLAND DRIVE AND 39TH AVE EAST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2389331,Image Copyright HLP Inc. 2022,"Description: Black and White.  He has a large black teardrop marking on his right side.  White paws.  Black around both eyes, fairly symmetrical.<p/>Age: Over 1 year<p/>Location Lost: E. Highland Drive and 39th Ave East, Seattle WA  98112<p/>Lost Date: 2022-01-29<p/>",
K22-144008,A657896,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2396056,LOST,Oreo,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Feb 10, 2022",Date Lost,9500 block of  212TH ST SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2396056,Image Copyright HLP Inc. 2022,"Description: Oreo is black with white has about a 4” tail that has a hooked end. Has a black spot (soul patch) on his chin green eyes <p/>Age: Over 1 year<p/>Location Lost: 9514 212th St SE, Snohomish WA  98296<p/>Lost Date: 2022-02-10<p/>",
K22-143826,A657388,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A657388,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Arnold Pawlmer,Cat,14 YEARS,Neutered Male,Domestic Shorthair,Black,"Feb 05, 2022",Received on,21300 block of  SE 24TH ST,SAMMAMISH,WA,98075,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A657388,Image Copyright HLP Inc. 2022,"Received on: 2022-02-05<p/> Found Near: 21300 block of  SE 24TH ST<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 14 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K22-143488,A656695,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2386200,LOST,Tzar,Cat,Over 1 year<p/>,Male,Bengal,Unknown,"Jan 20, 2022",Date Lost,22800 block of  103RD AVE SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2386200,Image Copyright HLP Inc. 2022,"Description: He is a male and a pure bread bengal he is a charcoal bengal and his spots are easily identified. He has a very distinct meow <p/>Age: Over 1 year<p/>Location Lost: 22823 103rd Ave se Kent wa , Kent WA  98031<p/>Lost Date: 2022-01-20<p/>",
K22-143318,A656184,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2382206,LOST,Kodi,Dog,Over 1 year<p/>,Male,Siberian Husky,White,"Jan 16, 2022",Date Lost,265TH  AND 116TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2382206,Image Copyright HLP Inc. 2022,"Description: Will be with his brother Maxx a golden doodle. Can be aggressive. Will not come to you<p/>Age: Over 1 year<p/>Location Lost: 265th and 116th, Kent WA  98030<p/>Lost Date: 2022-01-16<p/>",
K22-144036,A658039,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A658039,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ranger,Dog,1 YEAR 6 MONTHS,Male,German Shepherd,Brown / Black,"Feb 15, 2022",Received on,300 block of  ANDOVER PARK E,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A658039,Image Copyright HLP Inc. 2022,"Received on: 2022-02-15<p/> Found Near: 300 block of  ANDOVER PARK E<p/> Description: Brown / Black Male German Shepherd Dog<p/> Age: 1 YEAR 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K22-144022,A657991,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2396297,LOST,Harika,Dog,Over 1 year<p/>,Female,Anatolian Shepherd,Unknown,"Feb 14, 2022",Date Lost,29200 block of  THOMAS RD SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2396297,Image Copyright HLP Inc. 2022,"Description: She is a light tan color. She is missing with her brother, a white with black spots, male Mutt about 7 months.<p/>Age: Over 1 year<p/>Location Lost: 29224 Thomas Rd se, Kent WA  98042<p/>Lost Date: 2022-02-14<p/>",
K22-143466,A656613,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2385553,LOST,Smokey,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Jan 17, 2022",Date Lost,17TH  ST SE AND FIR ST SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2385553,Image Copyright HLP Inc. 2022,"Description: Grey male cat with pink nose. He has some markings on his tail.<p/>Age: Over 1 year<p/>Location Lost: 17th St SE and Fir St SE, Auburn WA  98092<p/>Lost Date: 2022-01-17<p/>",
K22-143801,A657348,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2392066,In Public Home,,Cat,Unknown<p/>,Unknown,Domestic Shorthair,Black,"Feb 04, 2022",Date Found,200 block of  WAY SE & SE 24 ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2392066,Image Copyright HLP Inc. 2022,"Description: Was yowling at my front door about 10:30 PM Friday night. Was very hungry, rather thin. Black in color, no other color. Seems to be a nice cat. Possibly an older cat. No collar.<p/>Age: Unknown<p/>Found Near: 200 block of  WAY SE & SE 24 ST<p/>Found Date: 2022-02-04<p/>",
K22-143934,A657722,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A657722,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Candy,Rat,NO AGE,Female,Rat,Brown / White,"Feb 10, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A657722,Image Copyright HLP Inc. 2022,"Received on: 2022-02-10<p/> Description: Brown / White<p/>  Female Rat Rat<p/> Age: NO AGE<p/> Adoption Fee: $5.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Candy and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on February 10th, 2022.<p/><p/>My personality color is BLUE. I am a gentle and loving rat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K22-143558,A656834,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2387225,LOST,Haku,Dog,Over 1 year<p/>,Male,Pomeranian,Black,"Jan 26, 2022",Date Lost,DEARBORN  ST AND DAVIS ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2387225,Image Copyright HLP Inc. 2022,"<p/>Age: Over 1 year<p/>Location Lost: Dearborn St and Davis St, Seattle WA  98144<p/>Lost Date: 2022-01-26<p/>",
K22-143961,A657797,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A657797,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Maze,Cat,3 YEARS,Spayed Female,Domestic Shorthair,Black,"Feb 11, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A657797,Image Copyright HLP Inc. 2022,"Received on: 2022-02-11<p/> Description: Black<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Maze and I am available for adoption.<p/><p/>I was brought in by my previous owner onn February 11, 2022 because I wasn't accepting the newborn baby in the house. My previous owner mentions that I have lived in a home with another cat and two large dogs, also I have lived with kids as young as 10 years old. They described me as playful, food motivated, skiddish, shy and loves attention/affection on my own terms.<p/><p/>I must admit I am pretty shy, but being in the shelter is just very new to me. Because of my shy nature, I would do best in a calm, quiet home so I can blossom and show you my wonderful true colors!<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/>",BLUE
K22-143907,A657616,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2393913,In Public Home,Bonnie K. We,,Unknown<p/>,Unknown,,Black,"Feb 05, 2022",Date Found,15800 block of  25TH AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2393913,Image Copyright HLP Inc. 2022,Description: black medium sized bunny<p/>Age: Unknown<p/>Found Near: 15800 block of  25TH AVE SW<p/>Found Date: 2022-02-05<p/>,
K22-143708,A657098,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2389975,LOST,Lana ( Brend,Dog,Over 1 year<p/>,Female,Rottweiler,Black,"Jan 31, 2022",Date Lost,COVINGTON  - SAWYER RD & 188TH AVE SE KENT,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2389975,Image Copyright HLP Inc. 2022,"Description: It is a 4 year old female Rottweiler. She is a friendly dog but at this time it might be very scared because of the situation.<p/>Age: Over 1 year<p/>Location Lost: Covington - Sawyer Rd & 188th Ave SE Kent, Kent WA  98042<p/>Lost Date: 2022-01-31<p/>",
K22-143943,A657736,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A657736,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Moonstruck,Rat,NO AGE,Male,Rat,White,"Feb 10, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A657736,Image Copyright HLP Inc. 2022,"Received on: 2022-02-10<p/> Description: White<p/>  Male Rat Rat<p/> Age: NO AGE<p/> Adoption Fee: $5.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Moonstruck and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on February 10th, 2022.<p/><p/>My personality color is BLUE. I am a gentle and loving rat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K22-143783,A657288,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2391591,LOST,Poppie,Dog,Over 1 year<p/>,Male,Chihuahua - Long Haired,Brown,"Jan 29, 2022",Date Lost,S  177TH STREET & 38TH AVENUE S,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2391591,Image Copyright HLP Inc. 2022,"Description: Poppie has long hair he is very sweet his hair is golden tan and white in his chest and in his face.if you say you wane treat he will spin for it. Spinning is his way of saying yes. Poppie has long fan type tail and ears. he will start to get itchy and loose his hair with out the proper medications and food he will get very itchy and be annoying if his issues are not kept under control. it is very important he gets home please help. His Microchip i Found out wasn't active for the first 3 days he was missing please have his chip ran again it is active now.<p/>Age: Over 1 year<p/>Location Lost: 177th and 38th SeaTac , Seattle WA  98188<p/>Lost Date: 2022-01-29<p/>",
K22-143800,A657344,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2391994,LOST,Littlebear,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,"Jan 22, 2022",Date Lost,1ST  AVE S & 4TH AVE S BETWEEN SW 116TH ST & SW 128TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2391994,Image Copyright HLP Inc. 2022,"Description: Tuxedo coloring. White paws ches and chin with small white spot on nose <p/>Age: Over 1 year<p/>Location Lost: 1st Ave S & 4th Ave s between sw 116th st & sw 128th st, Seattle WA  98146<p/>Lost Date: 2022-01-22<p/>",
K21-141937,A653196,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Sasquatch,Cat,2 YEARS 2 MONTHS,Neutered Male,Domestic Mediumhair,Gray,"Nov 19, 2021",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A653196,Image Copyright HLP Inc. 2022,"Received on: 2021-11-19<p/> Description: Gray Neutered Male Domestic Mediumhair Cat<p/> Age: 2 YEARS 2 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hello there! My name is Sasquatch and I am available for adoption.<p/><p/>I was brought in by a good samaritan on November 19, 2021.<p/><p/>I admit I am a little head shy at first, but I actually really love the attention! Give me a few seconds to warm up and I'll become your new best friend!<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
